Chr	Start	End	MedianPoint	Midpoint	Width	Feature_name	Name	Type	Direction	WatsonHpM	CrickHpM	TotalHpM	DCHpM	DCHpMpercent
5	316606	316752	316686	316679	147	ARS515	null	directional	-,-	33.98	52.45	86.43	0.7	0.8
5	318489	318836	318661	318662.5	348	YER079W	null	NA	NA	244.64	312.29	556.92	22.5	4.04
5	319746	319900	319813	319823	155	YER080W	AIM9	directional	+,+	35.8	54.92	90.72	0.49	0.54
5	321909	322523	322052	322216	615	SRG1	SRG1	directional	+,+	94.64	56.9	151.54	0.63	0.42
5	326024	326213	326130	326118.5	190	YER083C	GET2	directional	-,-	84.16	64.24	148.4	0.98	0.66
5	327036	327250	327121	327143	215	YER083C	GET2	directional	-,-	38.7	119.18	157.88	1.35	0.86
5	328138	328411	328237	328274.5	274	YER085C	null	divergent	-,+	186.83	191.66	378.49	7.53	1.99
5	332931	333079	333009	333005	149	YER088C	DOT6	directional	-,-	45.86	23.39	69.25	0	0
5	334521	334648	334575	334584.5	128	YER088C	DOT6	NA	NA	19.9	21.3	41.2	0.06	0.15
5	335417	336284	335813	335850.5	868	YER089C	PTC2	directional	-,-	410.99	358.2	769.19	19.68	2.56
5	337645	337868	337735	337756.5	224	YER090W	TRP2	divergent	-,+	165.04	131.66	296.7	1.66	0.56
5	342381	342790	342562	342585.5	410	YER092W	IES5	divergent	-,+	142.44	178.78	321.22	11.17	3.48
5	349460	349934	349804	349697	475	YER095W	RAD51	divergent	-,+	137.79	244.51	382.3	5.48	1.43
5	351380	351445	351414	351412.5	66	YER095W	RAD51	directional	+,+	9.63	23.44	33.07	0	0
5	355023	355219	355125	355121	197	tE(UUC)E2	null	directional	+,+	44.67	38.95	83.62	1.25	1.5
5	359102	359513	359385	359307.5	412	YER100W	UBC6	divergent	-,+	239.81	135.99	375.8	6.78	1.8
5	362229	362351	362287	362290	123	YER101C	AST2	divergent	-,+	23.55	11.54	35.09	0.14	0.39
5	364216	364359	364295	364287.5	144	YER103W	SSA4	directional	+,+	20.09	16.35	36.43	0.05	0.14
5	372065	372268	372181	372166.5	204	YER106W	MAM1	divergent	-,+	65.29	95.26	160.55	2.79	1.73
5	373046	373126	373084	373086	81	YER106W	MAM1	null	null	11.42	4.87	16.28	0	0
5	374766	374936	374862	374851	171	YER107C	GLE2	directional	-,-	24.73	32.47	57.19	0.05	0.09
5	377786	378617	378231	378201.5	832	YER109C	FLO8	directional	-,-	318.44	477.13	795.57	17.45	2.19
5	382342	382503	382426	382422.5	162	YER111C	SWI4	directional	-,-	61.18	19.54	80.72	0.78	0.97
5	386866	387114	386977	386990	249	YER112W	LSM4	divergent	-,+	40.14	45.92	86.06	0.16	0.19
5	394045	394240	394136	394142.5	196	YER115C	SPR6	directional	-,-	35.19	55.43	90.62	0.51	0.56
5	399241	399456	399340	399348.5	216	YER119C	AVT6	directional	-,-	118.44	76.53	194.96	5.52	2.83
5	400841	401121	401019	400981	281	YER119C	AVT6	divergent	-,+	274.27	122.64	396.91	4.87	1.23
5	404393	404644	404483	404518.5	252	YER122C	GLO3	divergent	-,+	105.86	116.03	221.89	2.28	1.03
5	406410	406578	406481	406494	169	YER123W	YCK3	convergent	+,-	33.64	38.38	72.03	1.84	2.56
5	406787	406933	406860	406860	147	ARS517	null	convergent	+,-	38	25.74	63.74	0.46	0.71
5	409376	409690	409489	409533	315	YER124C	DSE1	divergent	-,+	392.46	224.23	616.7	20.47	3.32
5	414224	414484	414348	414354	261	YER127W	LCP5	divergent	-,+	212.31	220.16	432.47	7.08	1.64
5	415673	415860	415783	415766.5	188	YER128W	null	directional	+,+	49.9	91.38	141.29	2	1.41
5	416507	416769	416639	416638	263	YER128W	null	directional	+,+	222.73	245.76	468.49	10.64	2.27
5	418727	418767	418746	418747	41	YER129W	SAK1	null	null	7.94	11.74	19.68	0	0
5	422601	422822	422716	422711.5	222	YER130C	null	divergent	-,+	54.88	101.06	155.94	4.64	2.97
5	423158	423433	423305	423295.5	276	YER131W	RPS26B	divergent	-,+	37.15	38.26	75.41	0.4	0.53
5	424421	424566	424489	424493.5	146	YER131W	RPS26B	convergent	+,-	24.86	34.71	59.57	0.99	1.66
5	430863	431354	430989	431108.5	492	YERCdelta14	null	divergent	-,+	108.75	119.45	228.2	5.09	2.23
5	432238	432453	432348	432345.5	216	YER133W	GLC7	divergent	-,+	77.46	63.75	141.21	2.06	1.46
5	432838	433082	432942	432960	245	YER133W	GLC7	NA	NA	80.29	101.85	182.15	2.24	1.23
5	435646	435758	435709	435702	113	tK(CUU)E2	null	convergent	+,-	22.77	19.69	42.46	0.55	1.31
5	438969	439444	439266	439206.5	476	ARS518	null	divergent	-,+	89.28	145.04	234.32	2.32	0.99
5	442112	442527	442385	442319.5	416	ARS519	null	directional_overlapping	-,-	123.52	42.39	165.91	5.42	3.26
5	451353	451552	451461	451452.5	200	YER140W	null	divergent	-,+	79.19	83.74	162.93	1.05	0.65
5	453109	453401	453265	453255	293	YER140W	null	directional	+,+	277.22	167.91	445.12	6.04	1.36
5	456094	456283	456189	456188.5	190	YER142C	MAG1	divergent	-,+	75.77	56.18	131.95	1.5	1.14
5	460273	460448	460367	460360.5	176	YER144C	UBP5	directional	-,-	49.3	60.72	110.01	0.41	0.38
5	460987	461141	461067	461064	155	YER145C	FTR1	NA	NA	68.96	53.78	122.73	1.01	0.83
5	461434	462538	462047	461986	1105	YER145C	FTR1	divergent	-,+	452.68	544.99	997.67	38.75	3.88
5	462855	463638	463083	463246.5	784	YER147C	SCC4	NA	NA	169.96	199.65	369.61	9.44	2.55
5	464949	465084	465033	465016.5	136	YER147C	SCC4	divergent	-,+	27.77	34.6	62.38	0.29	0.46
5	467547	468161	468021	467854	615	YER149C	PEA2	divergent	-,+	171.94	160.3	332.24	3.83	1.15
5	472499	472723	472621	472611	225	YER152C	null	NA	NA	69.56	74.79	144.35	1.49	1.03
5	473983	474995	474410	474489	1013	YER152C	null	NA	NA	396.4	714	1110.4	23.76	2.14
5	482928	483318	483154	483123	391	YER156C	null	directional	-,-	316.67	165.55	482.22	8.58	1.78
5	484321	484768	484442	484544.5	448	YER156C	null	divergent	-,+	276.48	340.92	617.41	19.92	3.23
5	490859	491807	491098	491333	949	YER159C	BUR6	directional	-,-	562.07	683.13	1245.2	53.39	4.29
5	492062	492126	492088	492094	65	YER159C	BUR6	directional	-,-	10.06	9.52	19.59	0.3	1.52
5	503819	504039	503941	503929	221	YER163C	null	divergent	-,+	50.81	120.34	171.15	2.51	1.47
5	509935	510139	510038	510037	205	YER164W	CHD1	directional	+,+	49.11	63.41	112.52	1.66	1.48
5	512254	512456	512355	512355	203	YER165W	PAB1	directional	+,+	94.79	75.75	170.53	3.26	1.91
5	517596	517808	517701	517702	213	YER166W	DNF1	directional	+,+	103.06	95.85	198.91	2.72	1.37
5	522678	523154	522868	522916	477	YER168C	CCA1	divergent	-,+	457.82	509.79	967.62	12.33	1.27
5	525724	525944	525842	525834	221	YER169W	RPH1	directional	+,+	44.5	51.32	95.82	0.78	0.82
5	526747	526973	526869	526860	227	YER171W	RAD3	directional	+,+	104.43	100.61	205.04	1.63	0.8
5	536087	536276	536207	536181.5	190	YER172C	BRR2	divergent	-,+	40.67	46.32	86.99	0.35	0.4
5	539478	539513	539504	539495.5	36	YER175C	TMT1	null	null	10.64	8.19	18.84	0	0
5	541417	541646	541502	541531.5	230	YER176W	ECM32	directional	+,+	122.77	60.79	183.56	2.5	1.36
5	545050	545572	545398	545311	523	YER176W	ECM32	directional	+,+	117.73	132.31	250.04	10.4	4.16
5	546511	546763	546599	546637	253	YER178W	PDA1	directional	+,+	117.12	125.44	242.57	8.58	3.54
5	548141	548289	548200	548215	149	YER178W	PDA1	directional	+,+	37.78	27.76	65.54	0.41	0.62
5	551167	551305	551235	551236	139	tI(AAU)E2	null	divergent	-,+	15.92	60.53	76.45	0.7	0.91
5	552388	552447	552432	552417.5	60	YER180C-A	SLO1	divergent	-,+	9.55	6.29	15.84	0	0
5	559095	559311	559202	559203	217	YER185W	PUG1	divergent	-,+	81.49	78.11	159.61	2.73	1.71
5	560465	560636	560562	560550.5	172	YER185W	PUG1	convergent	+,-	34.93	52.55	87.48	1.41	1.61
5	565369	565460	565396	565414.5	92	YER185W	PUG1	directional	+,+	17.65	11.34	28.99	0.08	0.28
6	4142	4190	4158	4166	49	TEL06L	null	divergent_overlapping	-,+	10.76	6.35	17.1	0.06	0.34
6	16489	16712	16607	16600.5	224	YFL055W	AGP3	divergent	-,+	65.31	69.97	135.28	3.15	2.33
6	27487	28212	28029	27849.5	726	YFL052W	null	directional	+,+	168.73	109.56	278.29	1.72	0.62
6	30787	31584	31169	31185.5	798	YFL051C	null	directional	-,-	307.87	312.95	620.82	20.69	3.33
6	32030	32444	32151	32237	415	ARS601	ARS601	directional	-,-	175.17	160.22	335.39	16.27	4.85
6	36045	36269	36139	36157	225	YFL050C	ALR2	divergent	-,+	86.77	114.33	201.1	3.24	1.61
6	36542	36816	36691	36679	275	YFL049W	SWP82	divergent	-,+	294.26	397.02	691.28	21.5	3.11
6	38582	38649	38595	38615.5	68	YFL049W	SWP82	null	null	5.63	8.36	13.99	0	0
6	40205	40440	40340	40322.5	236	YFL047W	RGD2	divergent	-,+	128.59	121.55	250.13	5.31	2.12
6	42634	42778	42711	42706	145	YFL046W	FMP32	directional	+,+	29.67	28.32	58	1.34	2.31
6	44450	44727	44557	44588.5	278	YFL044C	OTU1	directional	-,-	248.9	288.74	537.64	21.36	3.97
6	45615	45700	45655	45657.5	86	YFL042C	null	directional	-,-	7.84	10.47	18.31	0.05	0.28
6	47737	47910	47818	47823.5	174	YFL042C	null	divergent	-,+	40.88	22.62	63.51	0.5	0.79
6	48910	49169	49044	49039.5	260	YFL041W	FET5	directional	+,+	195.02	147.44	342.46	10.97	3.2
6	51137	51283	51202	51210	147	YFL040W	null	directional	+,+	33.76	36.49	70.24	1.79	2.55
6	54448	54620	54542	54534	173	YFL039C	ACT1	NA	NA	85.39	43.46	128.86	2.41	1.87
6	54870	55329	54999	55099.5	460	YFL038C	YPT1	directional	-,-	321.6	159.2	480.8	13.53	2.81
6	56052	56298	56198	56175	247	YFL037W	TUB2	divergent	-,+	169.24	109.65	278.89	8.41	3.01
6	58259	58476	58332	58367.5	218	YFL037W	TUB2	directional	+,+	45.39	44.12	89.51	1.41	1.58
6	64072	64197	64136	64134.5	126	YFL034C-A	RPL22B	directional	-,-	29.18	30.22	59.4	0.19	0.32
6	65018	65293	65150	65155.5	276	YFL034C-A	RPL22B	divergent	-,+	109.6	62.86	172.46	1.29	0.75
6	74580	75056	74719	74818	477	YFL031W	HAC1	divergent	-,+	505.9	674.61	1180.51	57.72	4.89
6	75588	75709	75654	75648.5	122	YFL031W	HAC1	null	null	23.63	14.98	38.61	0.7	1.8
6	76165	76791	76591	76478	627	YFL030W	AGX1	directional	+,+	168	377.76	545.76	16.68	3.06
6	77768	77876	77820	77822	109	YFL030W	AGX1	null	null	17.29	15.15	32.43	0.75	2.3
6	79210	79288	79252	79249	79	YFL029C	CAK1	directional	-,-	7.08	10.96	18.04	0.06	0.32
6	80250	80423	80353	80336.5	174	YFL027C	GYP8	directional	-,-	27.92	41.35	69.27	0.39	0.56
6	81937	82410	82290	82173.5	474	YFL026W	STE2	divergent	-,+	43.39	63.42	106.81	0.98	0.92
6	87329	87513	87430	87421	185	YFL025C	BST1	directional	-,-	74.24	53.84	128.08	1.51	1.18
6	90371	90868	90668	90619.5	498	YFL023W	BUD27	divergent	-,+	55.05	54.1	109.14	1.09	1
6	95094	96304	95816	95699	1211	YFL021W	GAT1	divergent	-,+	2476.75	2225.19	4701.94	407.91	8.68
6	98821	99020	98913	98920.5	200	YFL020C	PAU5	convergent	+,-	25.6	29.68	55.28	0.44	0.8
6	103230	103677	103558	103453.5	448	YFL017W-A	SMX2	divergent	-,+	80.54	73.19	153.73	2.17	1.41
6	106302	106865	106533	106583.5	564	YFL016C	MDJ1	divergent	-,+	176.51	149.1	325.61	13.29	4.08
6	107837	107960	107893	107898.5	124	YFL013C	IES1	NA	NA	18.94	16.66	35.61	0.41	1.15
6	110031	110183	110107	110107	153	YFL013C	IES1	divergent	-,+	28.62	24.73	53.35	1.4	2.62
6	111879	112056	111982	111967.5	178	YFL011W	HXT10	directional	+,+	48.42	30.7	79.12	1.86	2.35
6	114039	114247	114151	114143	209	YFL011W	HXT10	directional	+,+	121.86	159.09	280.95	8.81	3.14
6	114514	114765	114643	114639.5	252	YFL011W	HXT10	directional	+,+	62.24	51.92	114.16	2.66	2.33
6	115737	115973	115852	115855	237	YFL010C	WWM1	divergent_overlapping	-,+	178.54	165.97	344.5	8.69	2.52
6	119131	119376	119230	119253.5	246	YFL008W	SMC1	directional	+,+	83.55	73.66	157.21	3.23	2.05
6	129922	130136	130015	130029	215	YFL007W	BLM10	directional	+,+	126.02	62.21	188.23	2.95	1.57
6	131234	131785	131499	131509.5	552	RUF20	RUF20	directional	+,+	332.36	314.97	647.33	26.92	4.16
6	137189	137514	137320	137351.5	326	YFL003C	MSH4	divergent_overlapping	-,+	340.63	297.55	638.18	31.31	4.91
6	144221	144358	144296	144289.5	138	YFLWtau1	null	convergent_overlapping	+,-	17.48	20.22	37.7	0.65	1.72
6	146981	147105	147051	147043	125	YFL002C	SPB4	divergent	-,+	20.89	36.01	56.9	1.3	2.29
6	149779	149991	149856	149885	213	YFR002W	NIC96	directional	+,+	48.69	72.34	121.03	1.31	1.08
6	153230	153330	153291	153280	101	YFR004W	RPN11	divergent	-,+	14.53	12.66	27.19	0.05	0.19
6	155908	156155	156032	156031.5	248	YFR006W	null	divergent	-,+	70.53	90.68	161.21	3.71	2.3
6	157799	158126	157867	157962.5	328	tF(GAA)F	null	directional	+,+	39.42	70.15	109.56	2.31	2.11
6	160197	160503	160411	160350	307	YFR007W	YFH7	NA	NA	89.12	78.25	167.37	2.06	1.23
6	162155	162442	162353	162298.5	288	tG(GCC)F1	SUF20	directional	+,+	128.01	109.44	237.46	4.93	2.08
6	164796	164995	164872	164895.5	200	YFR009W	GCN20	directional	+,+	44.24	50.99	95.23	0.79	0.82
6	166896	166985	166941	166940.5	90	YFR011C	MIC19	null	null	0.2	0.16	0.37	0	0
6	167302	167452	167381	167377	151	tY(GUA)F1	SUP11	divergent	-,+	34.29	32.32	66.6	1.91	2.87
6	167655	167735	167699	167695	81	YFR011C	MIC19	divergent	-,+	14.06	7.69	21.75	0.05	0.24
6	169254	169844	169395	169549	591	YFR012W-A	null	directional	+,+	199.57	221.27	420.84	9.07	2.16
6	173374	173605	173486	173489.5	232	YFR014C	CMK1	NA	NA	57.27	64.42	121.69	1.68	1.38
6	173933	174171	174081	174052	239	YFR014C	CMK1	directional	-,-	54.19	84.72	138.91	2.02	1.45
6	176628	176997	176876	176812.5	370	YFR016C	null	directional	-,-	77.62	51.61	129.22	0.99	0.76
6	181970	182231	182062	182100.5	262	YFR017C	null	directional	-,-	70.11	51.27	121.38	3.3	2.72
6	182960	183215	183064	183087.5	256	YFR018C	null	directional	-,-	38.19	36.58	74.77	2	2.67
6	183432	183484	183464	183458	53	YFR017C	IGD1	divergent	-,+	7.21	10.99	18.2	0	0
6	183972	184417	184086	184194.5	446	YFR018C	null	NA	NA	127.55	125.89	253.44	11.59	4.57
6	191416	191776	191654	191596	361	YFRCdelta9	null	directional	+,+	118.7	94.04	212.75	4.83	2.27
6	192346	192649	192489	192497.5	304	YFRCdelta9	null	directional	+,+	493.44	510.99	1004.43	59.03	5.88
6	194506	194730	194631	194618	225	YFR021W	ATG18	directional	+,+	104.28	144.58	248.86	10.85	4.36
6	196282	196727	196502	196504.5	446	YFR021W	ATG18	directional	+,+	138.05	90.47	228.52	5.27	2.31
6	199059	199736	199438	199397.5	678	YFR023W	PES4	directional	+,+	135.6	106.1	241.7	4.55	1.88
6	203398	204232	203566	203815	835	YFR025C	HIS2	NA	NA	435.38	353.33	788.71	19.83	2.51
6	204694	205145	205008	204919.5	452	YFR025C	HIS2	directional	-,-	82.47	82.56	165.03	4.61	2.79
6	205753	205975	205888	205864	223	YFR026C	ULI1	NA	NA	46.45	77.15	123.6	5.85	4.73
6	206324	206574	206439	206449	251	YFR026C	ULI1	divergent	-,+	88.59	103.91	192.5	5.75	2.99
6	207176	207429	207303	207302.5	254	YFRWdelta10	null	divergent	-,+	160.58	169.79	330.37	15.36	4.65
6	207821	207892	207859	207856.5	72	YFR027W	ECO1	NA	NA	6.39	5.19	11.58	0.06	0.54
6	210103	210914	210488	210508.5	812	YFR029W	PTR3	divergent	-,+	351.87	544.29	896.16	31.46	3.51
6	212969	213211	213057	213090	243	YFR029W	PTR3	directional	+,+	67.97	74.1	142.07	1.28	0.9
6	220154	220312	220237	220233	159	YFR031C	SMC2	directional	-,-	24.81	55.68	80.48	1.15	1.42
6	221591	221705	221634	221648	115	YFR031C-A	RPL2A	directional	-,-	7.24	13.56	20.8	0.12	0.58
6	223888	224135	223995	224011.5	248	YFR032C-B	null	directional_overlapping	-,-	28.93	42.85	71.77	0.52	0.72
6	224914	225589	225393	225251.5	676	YFR034C	PHO4	NA	NA	414.67	238.79	653.46	30.68	4.7
6	225981	226957	226226	226469	977	YFR036W	CDC26	divergent	-,+	757.78	751.25	1509.02	89.19	5.91
6	227483	227571	227528	227527	89	YFR037C	RSC8	null	null	8.23	16.75	24.98	0.27	1.08
6	229172	229413	229285	229292.5	242	YFR038W	IRC5	divergent	-,+	245	309.65	554.65	12.09	2.18
6	233638	233987	233787	233812.5	350	YFR039C	null	divergent	-,+	155.04	200.26	355.3	8.12	2.29
6	237426	237586	237502	237506	161	YFR041C	ERJ5	NA	NA	26.71	40.84	67.55	1.38	2.04
6	238240	238421	238329	238330.5	182	YFR041C	ERJ5	divergent	-,+	56.77	59	115.77	1.77	1.53
6	239848	239977	239926	239912.5	130	YFR043C	IRC6	directional	-,-	18.54	15.98	34.52	0.38	1.12
6	241448	241664	241566	241556	217	YFR044C	DUG1	divergent	-,+	80.32	81.62	161.95	3.37	2.08
6	241872	241955	241923	241913.5	84	YFR044C	DUG1	directional	-,-	11.02	9.16	20.19	0.13	0.65
6	244124	244302	244211	244213	179	YFR047C	BNA6	directional	-,-	67.36	43.8	111.17	2.55	2.29
6	245151	245411	245265	245281	261	YFR047C	BNA6	divergent	-,+	79.41	85.59	165	3.5	2.12
6	245897	246120	246009	246008.5	224	YFR048W	RMD8	divergent	-,+	129.52	160.04	289.56	12.84	4.43
6	248087	248326	248196	248206.5	240	YFR048W	RMD8	directional	+,+	109.91	113.08	222.99	6.43	2.89
6	249951	250043	249989	249997	93	YFR050C	PRE4	directional	-,-	18.73	6.62	25.35	0	0
6	251866	252072	251985	251969	207	YFR051C	RET2	divergent	-,+	83.62	64.83	148.45	3.27	2.2
6	252274	252442	252345	252358	169	YFR051C	RET2	divergent	-,+	38.89	36.97	75.87	2.57	3.38
6	255330	256261	255595	255795.5	932	ARS609	ARS609	divergent	-,+	177.02	153.57	330.59	12.01	3.63
6	261114	261270	261198	261192	157	YFR055W	IRC7	divergent	-,+	46.91	29.93	76.84	1.56	2.03
6	261606	261740	261678	261673	135	YFR055W	IRC7	divergent	-,+	27.44	34.16	61.6	1.51	2.45
6	262872	262986	262934	262929	115	YFR055W	IRC7	divergent	-,+	15.87	22.15	38.01	0.68	1.78
6	263187	263397	263292	263292	211	YFR055W	IRC7	divergent	-,+	56.32	50.95	107.28	2.21	2.06
6	263645	264063	263854	263854	419	YFR055W	IRC7	divergent	-,+	311.67	424.73	736.4	42.61	5.79
7	10260	10351	10302	10305.5	92	YGL259W	YPS5	directional	+,+	22.83	22.1	44.93	0.35	0.78
7	20435	20797	20597	20616	363	YGL255W	ZRT1	directional	+,+	91.63	112.65	204.27	6.02	2.95
7	23331	23680	23513	23505.5	350	YGL254W	FZF1	directional	+,+	238.06	301.36	539.42	23.02	4.27
7	27646	27730	27707	27688	85	YGL252C	RTG2	directional	-,-	13.41	13.26	26.67	0.08	0.3
7	35252	35509	35404	35380.5	258	YGL249W	ZIP2	directional	+,+	61.46	74.68	136.14	2.45	1.8
7	36754	36849	36788	36801.5	96	YGL248W	PDE1	directional	+,+	13.41	13.93	27.34	0.11	0.4
7	38835	39012	38934	38923.5	178	YGL245W	GUS1	divergent	-,+	49.37	46.52	95.89	0.75	0.78
7	41210	41459	41312	41334.5	250	YGL244W	RTF1	directional	+,+	205.15	181.09	386.25	12.74	3.3
7	43195	43345	43256	43270	151	YGL243W	TAD1	directional	+,+	45.04	79.26	124.3	2.64	2.12
7	45247	45432	45344	45339.5	186	YGL241W	KAP114	divergent	-,+	64.53	72.18	136.71	1.07	0.78
7	48411	48598	48496	48504.5	188	YGL241W	KAP114	directional	+,+	121.54	55.29	176.84	5.24	2.97
7	49347	49514	49440	49430.5	168	YGL240W	DOC1	directional	+,+	75.98	61.81	137.79	3.86	2.8
7	52523	52685	52609	52604	163	YGL238W	CSE1	convergent	+,-	7.87	71.89	79.75	0.1	0.13
7	53604	53833	53731	53718.5	230	YGL236C	MTO1	directional_overlapping	-,-	159.53	61.1	220.63	6.44	2.92
7	54131	54313	54221	54222	183	YGL236C	MTO1	NA	NA	56.81	36.06	92.86	3.05	3.28
7	56116	56398	56224	56257	283	YGL234W	ADE5%2C7	directional_overlapping	+,+	297.37	248.89	546.26	7.42	1.36
7	58887	59064	58977	58975.5	178	YGL234W	ADE5%2C7	directional	+,+	76.8	77.88	154.68	2.68	1.73
7	63692	63773	63736	63732.5	82	YGL231C	EMC4	directional	-,-	19.73	21.26	40.99	0.06	0.14
7	67204	67358	67269	67281	155	YGL228W	SHE10	divergent	-,+	17.15	38.3	55.44	0.23	0.42
7	69445	69563	69503	69504	119	YGL227W	VID30	directional	+,+	22.48	34.9	57.38	0.16	0.28
7	74489	74733	74632	74611	245	tV(AAC)G3	null	directional	+,+	61.78	81.91	143.7	1.35	0.94
7	75682	76857	76270	76269.5	1176	YGL225W	VRG4	directional	+,+	879.39	631.64	1511.03	37	2.45
7	79028	79219	79137	79123.5	192	YGL223C	COG1	NA	NA	88.87	44.81	133.68	0.96	0.72
7	80396	80652	80551	80524	257	YGL222C	EDC1	directional	-,-	68.83	85.82	154.64	1.6	1.03
7	81217	81467	81322	81342	251	YGL221C	NIF3	directional	-,-	168.59	306.96	475.55	15.82	3.33
7	82281	82458	82369	82369.5	178	YGL220W	FRA2	divergent	-,+	103.5	63.49	166.98	2.57	1.54
7	84292	84630	84516	84461	339	YGL219C	MDM34	divergent	-,+	238.73	160.2	398.93	10.52	2.64
7	87268	87499	87356	87383.5	232	YGL216W	KIP3	directional	+,+	64.49	71.5	135.99	2.7	1.99
7	91290	91459	91380	91374.5	170	YGL212W	VAM7	divergent	-,+	57.6	91.54	149.14	1.29	0.87
7	92312	92537	92451	92424.5	226	YGL212W	VAM7	directional	+,+	169.88	111.97	281.85	2.86	1.02
7	93554	93765	93665	93659.5	212	YGL211W	NCS6	directional	+,+	98.22	150.29	248.51	4.79	1.93
7	94687	95133	94825	94910	447	YGL210W	YPT32	directional	+,+	123.79	134	257.79	3.75	1.45
7	95503	95665	95579	95584	163	YGL209W	MIG2	directional	+,+	27.81	43.93	71.74	1.13	1.57
7	97068	97330	97208	97199	263	YGL208W	SIP2	directional	+,+	71.93	60.08	132.01	1	0.75
7	98641	98896	98778	98768.5	256	YGL208W	SIP2	directional	+,+	117.79	118.79	236.58	3.17	1.34
7	107619	107958	107781	107788.5	340	YGL206C	CHC1	divergent	-,+	76.25	179.88	256.13	5.99	2.34
7	112177	112289	112243	112233	113	YGL205W	POX1	convergent	+,-	29.21	22.07	51.28	0.28	0.55
7	114762	114974	114869	114868	213	YGLWdelta3	null	divergent	-,+	221.36	168.86	390.22	9.46	2.42
7	115330	115917	115731	115623.5	588	YGLWdelta3	null	divergent	-,+	339.75	450.03	789.77	16.99	2.15
7	120953	121229	121137	121091	277	YGL201C	MCM6	directional	-,-	262.23	140.42	402.66	7.61	1.89
7	122084	122546	122174	122315	463	YGL200C	EMP24	directional	-,-	118.87	136.16	255.03	2.88	1.13
7	123311	123614	123446	123462.5	304	YGL198W	YIP4	divergent	-,+	345.32	385.99	731.31	19.5	2.67
7	124239	124492	124344	124365.5	254	YGL198W	YIP4	directional	+,+	150.19	230.75	380.94	5.75	1.51
7	129554	129755	129648	129654.5	202	YGL196W	DSD1	directional	+,+	47.99	79.94	127.93	1.39	1.08
7	131301	131416	131353	131358.5	116	YGL195W	GCN1	directional	+,+	26.05	22.05	48.1	0.44	0.92
7	141750	142190	141859	141970	441	YGL193C	null	NA	NA	146.2	182.77	328.97	1.89	0.58
7	144213	144753	144575	144483	541	YGL191W	COX13	directional	+,+	148.47	106.14	254.61	2.6	1.02
7	147730	148175	148005	147952.5	446	YGL189C	RPS26A	directional_overlapping	-,-	110.64	120.19	230.83	1.41	0.61
7	150797	150854	150830	150825.5	58	YGL187C	COX4	directional	-,-	8.65	6.57	15.23	0	0
7	157417	157729	157640	157573	313	YGL183C	MND1	divergent	-,+	33.67	20.33	54	0.16	0.3
7	159216	159534	159334	159375	319	YGL181W	GTS1	directional	+,+	98.33	181.91	280.24	9.24	3.3
7	165211	165631	165528	165421	421	YGL179C	TOS3	divergent	-,+	108.34	111.7	220.04	14.02	6.37
7	165941	166852	166310	166396.5	912	YGL178W	MPT5	divergent	-,+	406.19	565.23	971.42	39.11	4.03
7	167490	167737	167640	167613.5	248	YGL178W	MPT5	NA	NA	109.72	114.76	224.48	1.16	0.52
7	174337	174556	174469	174446.5	220	YGL174W	BUD13	divergent	-,+	133.84	85.06	218.9	3.18	1.45
7	174927	175086	175014	175006.5	160	YGL174W	BUD13	NA	NA	33.16	27.49	60.65	0.37	0.62
7	180430	180685	180581	180557.5	256	YGL172W	NUP49	divergent	-,+	118.36	207.58	325.94	5.42	1.66
7	182172	182317	182241	182244.5	146	YGL172W	NUP49	directional	+,+	27.64	19.89	47.53	0.05	0.11
7	185860	185957	185915	185908.5	98	tK(CUU)G2	null	divergent	-,+	17.98	23.66	41.64	0.08	0.19
7	190237	190370	190302	190303.5	134	YGL167C	PMR1	NA	NA	36.38	23.04	59.42	0.91	1.53
7	190864	191114	190971	190989	251	YGL166W	CUP2	divergent_overlapping	-,+	126.69	84.2	210.89	1.86	0.88
7	191791	191999	191917	191895	209	YGL164C	YRB30	convergent	+,-	48.29	54.97	103.26	0.85	0.83
7	196564	196785	196651	196674.5	222	YGL163C	RAD54	divergent	-,+	59.13	94.95	154.08	1.65	1.07
7	197066	197960	197501	197513	895	YGL163C	RAD54	divergent	-,+	856.32	732.21	1588.53	122.7	7.72
7	200215	200462	200361	200338.5	248	YGL161C	YIP5	divergent	-,+	184.5	102.71	287.21	5.77	2.01
7	205665	205774	205720	205719.5	110	tL(CAA)G1	null	directional	+,+	23.2	13.72	36.92	0.26	0.7
7	206089	206749	206401	206419	661	YGL158W	RCK1	directional	+,+	144.78	126.01	270.79	8.82	3.26
7	208744	208855	208808	208799.5	112	YGL157W	null	directional	+,+	5.34	7.46	12.8	0	0
7	210103	210304	210202	210203.5	202	YGL157W	null	directional	+,+	60.84	93.37	154.21	3.07	1.99
7	213818	213960	213902	213889	143	YGL156W	AMS1	directional	+,+	31.85	25.01	56.86	0.29	0.5
7	216055	216257	216174	216156	203	YGL154C	LYS5	divergent	-,+	45.96	62.05	108	0.92	0.85
7	217262	217489	217360	217375.5	228	YGL153W	PEX14	directional	+,+	86.87	93.7	180.57	3.35	1.86
7	225680	226369	225966	226024.5	690	YGL148W	ARO2	divergent	-,+	585.34	747.3	1332.64	67.69	5.08
7	228544	228679	228597	228611.5	136	YGL147C	RPL9A	directional	-,-	24.15	12.86	37.01	0.68	1.83
