CHROM	HS_START	HS_END	LENGTH	HITS	FEATURE_NAME	NAME	midpoint	Type	Direction	IGR	IGR.Start	IGR.End
4	909498	909852	355	718	YDR221W	GTB1	909675	directional	+,+	YDR221W_YDR222W	909435	910050
4	911478	911617	140	107	YDR222W	null	911547.5	directional	+,+	YDR222W_YDR223W	911298	912095
4	916168	916403	236	193	YDR226W	ADK1	916285.5	directional	+,+	YDR225W_YDR226W	915925	916482
4	923959	924144	186	292	YDR228C	PCF11	924051.5	divergent	-,+	YDR228C_YDR229W	923803	924781
4	924496	924648	153	195	YDR229W	IVY1	924572	divergent	-,+	YDR228C_YDR229W	923803	924781
4	925907	926090	184	169	YDR229W	IVY1	925998.5	NA	NA	NA	NA	NA
4	926302	926488	187	189	YDR231C	COX20	926395	NA	NA	NA	NA	NA
4	926911	927193	283	568	YDR231C	COX20	927052	divergent	-,+	YDR231C_YDR232W	926907	927448
4	930501	930936	436	1078	YDR233C	RTN1	930718.5	divergent	-,+	YDR233C_YDR234W	930354	931125
4	935976	936099	124	124	YDR236C	FMN1	936037.5	divergent	-,+	YDR236C_YDR237W	935889	936611
4	936370	936403	34	31	YDR237W	MRPL7	936386.5	divergent	-,+	YDR236C_YDR237W	935889	936611
4	940912	941058	147	149	YDR239C	null	940985	directional	-,-	YDR238C_YDR239C	940813	941053
4	943500	943605	106	89	YDR240C	SNU56	943552.5	directional	-,-	YDR239C_YDR240C	943417	943670
4	945234	945309	76	51	YDRWdelta12	null	945271.5	divergent	-,+	YDR240C_YDR242W	945149	946803
4	946454	946633	180	236	tY(GUA)D	SUP2	946543.5	divergent	-,+	YDR240C_YDR242W	945149	946803
4	950353	950493	141	125	YDR243C	PRP28	950423	divergent	-,+	YDR243C_YDR244W	950281	950559
4	952512	952616	105	65	YDR244W	PEX5	952564	directional	+,+	YDR244W_YDR245W	952398	952796
4	954964	955663	700	1876	YDR246W	TRS23	955313.5	NA	NA	NA	NA	NA
4	959848	960293	446	981	YDR249C	null	960070.5	divergent	-,+	YDR249C_YDR251W	959799	960610
4	963415	963463	49	59	YDR252W	BTT1	963439	NA	NA	NA	NA	NA
4	964854	964966	113	67	YDR254W	CHL4	964910	divergent	-,+	YDR253C_YDR254W	964562	965109
4	967934	967989	56	38	YDR255C	RMD5	967961.5	directional	-,-	YDR255C_YDR256C	967819	968129
4	969809	970034	226	269	YDR257C	RKM4	969921.5	directional	-,-	YDR256C_YDR257C	969677	969986
4	976080	976945	866	565	YDR260C	SWM1	976512.5	directional	-,-	YDR259C_YDR260C	975779	976713
4	992846	993009	164	643	tG(GCC)D2	null	992927.5	divergent_overlapping	-,+	YDR261C-C_YDR262W	992346	993130
4	998423	998798	376	417	YDR265W	PEX10	998610.5	divergent	-,+	YDR264C_YDR265W	998320	998860
4	1002263	1002471	209	445	YDR267C	CIA1	1002367	directional	-,-	YDR266C_YDR267C	1002020	1002506
4	1003549	1003887	339	265	YDR267C	CIA1	1003718	divergent	-,+	YDR267C_YDR268W	1003499	1004000
4	1005294	1005569	276	881	YDR270W	CCC2	1005431.5	directional	+,+	YDR268W_YDR270W	1005140	1005671
4	1009975	1010078	104	77	YDR273W	DON1	1010026.5	directional	+,+	YDR272W_YDR273W	1009831	1010172
4	1011359	1012192	834	1098	YDR275W	BSC2	1011775.5	directional	+,+	YDR273W_YDR275W	1011270	1012248
4	1013746	1014142	397	498	YDR276C	PMP3	1013944	directional	-,-	YDR276C_YDR277C	1013640	1014397
4	1019192	1019238	47	43	YDR279W	RNH202	1019215	divergent	-,+	YDR277C_YDR279W	1015699	1019364
4	1020421	1020469	49	49	YDR279W	RNH202	1020445	directional	+,+	YDR279W_YDR280W	1020417	1020743
4	1021803	1021931	129	120	YDR281C	PHM6	1021867	convergent	+,-	YDR280W_YDR281C	1021661	1022003
4	1022432	1022798	367	958	YDR281C	PHM6	1022615	directional	-,-	YDR281C_YDR282C	1022318	1023507
4	1030309	1030388	80	53	YDR284C	DPP1	1030348.5	directional	-,-	YDR283C_YDR284C	1030046	1030546
4	1031768	1032284	517	811	YDR285W	ZIP1	1032026	divergent	-,+	YDR284C_YDR285W	1031416	1032432
4	1035616	1035746	131	86	YDR286C	null	1035681	divergent	-,+	YDR286C_YDR287W	1035572	1035991
4	1036988	1037138	151	139	YDR288W	NSE3	1037063	directional	+,+	YDR287W_YDR288W	1036870	1037191
4	1039569	1039718	150	138	YDR291W	HRQ1	1039643.5	divergent	-,+	YDR289C_YDR291W	1039506	1039724
4	1045186	1045369	184	321	YDR292C	SRP101	1045277.5	directional	-,-	YDR292C_YDR293C	1045008	1045636
4	1049544	1049733	190	171	YDR293C	SSD1	1049638.5	directional	-,-	YDR293C_YDR294C	1049389	1050455
4	1050273	1050466	194	595	YDR294C	DPL1	1050369.5	directional	-,-	YDR293C_YDR294C	1049389	1050455
4	1052353	1052442	90	67	YDR294C	DPL1	1052397.5	directional	-,-	YDR294C_YDR295C	1052225	1052619
4	1054877	1055160	284	2065	YDR296W	MHR1	1055018.5	divergent	-,+	YDR295C_YDR296W	1054644	1055208
4	1055880	1056420	541	1971	YDR296W	MHR1	1056150	directional	+,+	YDR296W_YDR297W	1055889	1056547
4	1059084	1059559	476	627	YDR299W	BFR2	1059321.5	divergent	-,+	YDR298C_YDR299W	1058811	1059623
4	1062861	1063257	397	479	YDR300C	PRO1	1063059	divergent	-,+	YDR300C_YDR301W	1062788	1063348
4	1067501	1067642	142	139	YDR301W	CFT1	1067571.5	directional	+,+	YDR301W_YDR302W	1067422	1067727
4	1071695	1071851	157	183	YDR304C	CPR5	1071773	directional	-,-	YDR303C_YDR304C	1071383	1071876
4	1072623	1072705	83	64	YDR305C	HNT2	1072664	directional	-,-	YDR304C_YDR305C	1072554	1072742
4	1073518	1073605	88	57	YDR305C	HNT2	1073561.5	directional	-,-	YDR305C_YDR306C	1073485	1073731
4	1075215	1075404	190	239	YDR306C	null	1075309.5	divergent	-,+	YDR306C_YDR307W	1075168	1075861
4	1080362	1080899	538	2895	YDR309C	GIC2	1080630.5	directional	-,-	YDR309C_YDR310C	1080196	1081124
4	1084646	1085032	387	461	YDR311W	TFB1	1084839	divergent	-,+	YDR310C_YDR311W	1084313	1085062
4	1087068	1087196	129	158	YDR311W	TFB1	1087132	directional	+,+	YDR311W_YDR312W	1086991	1087578
4	1090155	1090387	233	568	YDR314C	RAD34	1090271	directional	-,-	YDR313C_YDR314C	1090077	1090430
4	1092514	1092735	222	312	YDR314C	RAD34	1092624.5	directional	-,-	YDR314C_YDR315C	1092509	1092738
4	1093559	1093749	191	169	YDR315C	IPK1	1093654	divergent	-,+	YDR315C_YDR316W	1093584	1093760
4	1095278	1095430	153	104	tF(GAA)D	null	1095354	directional_overlapping	+,+	YDR316W_YDR316W-B	1095176	1096061
4	1101924	1102116	193	244	YDR317W	HIM1	1102020	directional_overlapping	+,+	YDR316W-A_YDR317W	1097384	1102181
4	1103564	1103700	137	129	YDR318W	MCM21	1103632	directional	+,+	YDR317W_YDR318W	1103426	1103755
4	1105906	1106099	194	395	YDR320C	SWA2	1106002.5	directional	-,-	YDR319C_YDR320C	1105825	1106092
4	1108139	1108250	112	111	YDR320C-A	DAD4	1108194.5	directional	-,-	YDR320C_YDR320C-A	1108099	1108277
4	1108483	1108672	190	360	YDR320C-A	DAD4	1108577.5	divergent	-,+	YDR320C-A_YDR321W	1108496	1108699
4	1110360	1110531	172	254	YDR322W	MRPL35	1110445.5	directional	+,+	YDR321W_YDR322W	1109845	1110586
4	1112302	1112529	228	210	YDR323C	PEP7	1112415.5	directional	-,-	YDR322C-A_YDR323C	1112291	1112477
4	1116756	1116804	49	42	YDR324C	UTP4	1116780	divergent	-,+	YDR324C_YDR325W	1116761	1117121
4	1125153	1125330	178	504	YDR328C	SKP1	1125241.5	directional	-,-	YDR326C_YDR328C	1124921	1125429
4	1126066	1126259	194	585	YDR329C	PEX3	1126162.5	directional	-,-	YDR328C_YDR329C	1126014	1126265
4	1127581	1127803	223	359	YDR329C	PEX3	1127692	divergent	-,+	YDR329C_YDR330W	1127591	1127867
4	1129366	1129561	196	374	YDR330W	UBX5	1129463.5	directional	+,+	YDR330W_YDR331W	1129370	1129583
4	1130836	1130941	106	66	YDR331W	GPI8	1130888.5	directional	+,+	YDR331W_YDR332W	1130819	1130996
4	1135498	1135722	225	555	YDR333C	null	1135610	divergent	-,+	YDR333C_YDR334W	1135427	1135927
4	1140586	1140788	202	350	YDR334W	SWR1	1140687	directional	+,+	YDR334W_YDR335W	1140472	1141162
4	1144965	1144999	35	35	YDR336W	null	1144982	directional	+,+	YDR335W_YDR336W	1144837	1145086
4	1146074	1146250	177	281	YDR336W	null	1146162	directional	+,+	YDR336W_YDR337W	1146031	1146313
4	1149543	1149722	180	222	YDR338C	null	1149632.5	directional	-,-	YDR338C_YDR339C	1149461	1149945
4	1150560	1151036	477	1054	YDRWdelta25	null	1150798	directional	-,-	YDR339C_YDR341C	1150515	1151797
4	1153715	1153848	134	121	YDR341C	null	1153781.5	directional	-,-	YDR341C_YDR342C	1153621	1154210
4	1161527	1162821	1295	2459	YDR345C	HXT3	1162174	directional	-,-	YDR343C_YDR345C	1161315	1162951
4	1163479	1163536	58	26	YDR345C	HXT3	1163507.5	NA	NA	NA	NA	NA
4	1166453	1166609	157	141	ARS453	null	1166531	directional	-,-	YDR345C_YDR346C	1164655	1167208
4	1168874	1169093	220	731	YDR347W	MRP1	1168983.5	divergent	-,+	YDR346C_YDR347W	1168654	1169172
4	1172128	1172211	84	61	YDR349C	YPS7	1172169.5	directional	-,-	YDR348C_YDR349C	1171820	1172380
4	1174299	1174447	149	135	YDR349C	YPS7	1174373	directional	-,-	YDR349C_YDR350C	1174171	1176332
4	1174903	1174992	90	58	YDRCsigma6	null	1174947.5	directional	-,-	YDR349C_YDR350C	1174171	1176332
4	1183044	1183165	122	98	YDR353W	TRR1	1183104.5	directional	+,+	YDR352W_YDR353W	1182748	1183292
4	1195195	1195289	95	60	YDR361C	BCP1	1195242	directional	-,-	YDR359C_YDR361C	1194878	1195404
4	1206485	1206585	101	71	YDR365C	ESF1	1206535	divergent_overlapping	-,+	YDR365C_YDR365W-B	1206376	1206989
4	1212678	1212756	79	60	YDR366C	null	1212717	NA	NA	NA	NA	NA
4	1213635	1213796	162	225	YDR367W	KEI1	1213715.5	directional	+,+	YDR367W_YDR368W	1213607	1213896
4	1219147	1219272	126	208	YDR370C	null	1219209.5	divergent	-,+	YDR370C_YDR371W	1219103	1219405
4	1224568	1224593	26	36	YDR374W-A	null	1224580.5	divergent	-,+	YDR374C_YDR374W-A	1224387	1224749
4	1228409	1228476	68	53	YDR376W	ARH1	1228442.5	directional	+,+	YDR376W_YDR377W	1228296	1228603
4	1229650	1229737	88	106	YDR378C	LSM6	1229693.5	divergent	-,+	YDR378C_YDR379W	1229602	1230159
4	1233751	1234066	316	579	YDR380W	ARO10	1233908.5	divergent	-,+	YDR379C-A_YDR380W	1233510	1234210
4	1236275	1236400	126	78	YDR380W	ARO10	1236337.5	directional	+,+	YDR380W_YDR381W	1236118	1236550
4	1242222	1243054	833	2697	YDR385W	EFT2	1242638	divergent	-,+	YDR384C_YDR385W	1242024	1243222
4	1249982	1250126	145	152	YDR388W	RVS167	1250054	divergent	-,+	YDR387C_YDR388W	1249814	1250178
4	1251663	1252040	378	1345	YDR388W	RVS167	1251851.5	directional	+,+	YDR388W_YDR389W	1251627	1252529
4	1256880	1257157	278	368	YDR390C	UBA2	1257018.5	directional	-,-	YDR390C_YDR391C	1256840	1257350
4	1258071	1258658	588	711	YDR391C	null	1258364.5	divergent	-,+	YDR391C_YDR392W	1258049	1258688
4	1259751	1259829	79	59	YDR392W	SPT3	1259790	directional	+,+	YDR392W_YDR393W	1259702	1259893
4	1261374	1261591	218	368	YDR394W	RPT3	1261482.5	directional	+,+	YDR393W_YDR394W	1261264	1261673
4	1262993	1263156	164	244	YDR394W	RPT3	1263074.5	directional	+,+	YDR394W_YDR395W	1262960	1263316
4	1266999	1267390	392	288	YDR398W	UTP5	1267194.5	divergent	-,+	YDR397C_YDR398W	1266891	1267463
4	1269588	1269933	346	1748	YDR399W	HPT1	1269760.5	directional	+,+	YDR398W_YDR399W	1269395	1270060
4	1270788	1270999	212	268	YDR399W	HPT1	1270893.5	directional	+,+	YDR399W_YDR400W	1270726	1271055
4	1277443	1277579	137	184	YDR405W	MRP20	1277511	divergent	-,+	YDR404C_YDR405W	1277162	1277638
4	1278318	1278979	662	971	YDR405W	MRP20	1278648.5	directional	+,+	YDR405W_YDR406W	1278430	1279202
4	1279217	1279611	395	1344	YDR406W	PDR15	1279414	NA	NA	NA	NA	NA
4	1288040	1288222	183	234	YDR408C	ADE8	1288131	directional	-,-	YDR407C_YDR408C	1287931	1288207
4	1288962	1289360	399	1283	YDR409W	SIZ1	1289161	divergent	-,+	YDR408C_YDR409W	1288852	1289398
4	1293179	1293343	165	220	YDR411C	DFM1	1293261	directional	-,-	YDR410C_YDR411C	1293084	1293361
4	1294409	1294644	236	747	YDR411C	DFM1	1294526.5	divergent	-,+	YDR411C_YDR412W	1294387	1294685
4	1295439	1295924	486	554	YDR414C	ERD1	1295681.5	NA	NA	NA	NA	NA
4	1296872	1296977	106	94	YDR415C	null	1296924.5	directional	-,-	YDR414C_YDR415C	1296679	1297029
4	1298224	1298315	92	90	YDR415C	null	1298269.5	divergent	-,+	YDR415C_YDR416W	1298154	1298424
4	1301010	1301499	490	333	YDR416W	SYF1	1301254.5	directional	+,+	YDR416W_YDR418W	1301004	1301608
4	1304038	1304188	151	150	YDR419W	RAD30	1304113	NA	NA	NA	NA	NA
4	1305738	1305948	211	533	ARS436	null	1305843	directional	+,+	YDR419W_YDR420W	1305065	1306259
4	1311853	1311900	48	35	YDR421W	ARO80	1311876.5	directional	+,+	YDR420W_YDR421W	1311668	1312032
4	1317886	1318073	188	293	YDR423C	CAD1	1317979.5	directional	-,-	YDR422C_YDR423C	1317766	1318038
4	1319218	1319471	254	758	YDR424C	DYN2	1319344.5	directional	-,-	YDR423C_YDR424C	1319268	1319379
4	1319837	1319986	150	135	YDR424C	DYN2	1319911.5	divergent	-,+	YDR424C_YDR425W	1319834	1320056
4	1321982	1322170	189	256	YDR427W	RPN9	1322076	directional	+,+	YDR425W_YDR427W	1321934	1322197
4	1325399	1325499	101	85	YDR430C	CYM1	1325449	directional	-,-	YDR429C_YDR430C	1325294	1325493
4	1328532	1328760	229	450	YDR432W	NPL3	1328646	divergent	-,+	YDR430C_YDR432W	1328463	1328775
4	1330952	1331098	147	208	YDR434W	GPI17	1331025	directional	+,+	YDR432W_YDR434W	1330020	1331229
4	1333949	1334859	911	1458	YDR436W	PPZ2	1334404	divergent	-,+	YDR435C_YDR436W	1333962	1334813
4	1337110	1337307	198	386	YDR437W	GPI19	1337208.5	directional	+,+	YDR436W_YDR437W	1336946	1337344
4	1337805	1338229	425	1234	YDR437W	GPI19	1338017	directional	+,+	YDR437W_YDR438W	1337767	1338266
4	1339449	1339586	138	170	YDR438W	THI74	1339517.5	directional	+,+	YDR438W_YDR439W	1339379	1339668
4	1342131	1342392	262	798	YDR440W	DOT1	1342261.5	directional	+,+	YDR439W_YDR440W	1340712	1342485
4	1345251	1345703	453	808	YDR443C	SSN2	1345477	directional	-,-	YDR441C_YDR443C	1345055	1345668
4	1350054	1350187	134	146	YDR444W	null	1350120.5	divergent	-,+	YDR443C_YDR444W	1349931	1350282
4	1353547	1353671	125	130	YDR446W	ECM11	1353609	directional	+,+	YDR444W_YDR446W	1352346	1353717
4	1355721	1355965	245	311	YDR448W	ADA2	1355843	divergent	-,+	YDR447C_YDR448W	1355546	1356057
4	1359064	1359126	63	73	YDR449C	UTP6	1359095	divergent	-,+	YDR449C_YDR450W	1358895	1359915
4	1362397	1362714	318	397	YDR452W	PPN1	1362555.5	divergent	-,+	YDR451C_YDR452W	1362174	1362870
4	1365458	1365576	119	133	YDR453C	TSA2	1365517	NA	NA	NA	NA	NA
4	1366871	1367422	552	1129	YDR454C	GUK1	1367146.5	divergent	-,+	YDR454C_YDR456W	1366820	1367477
4	1369483	1369619	137	166	YDR456W	NHX1	1369551	directional	+,+	YDR456W_YDR457W	1369379	1369782
4	1382156	1382186	31	29	YDR458C	HEH2	1382171	directional	-,-	YDR458C_YDR459C	1382039	1382311
4	1383528	1383740	213	299	YDR460W	TFB3	1383634	divergent	-,+	YDR459C_YDR460W	1383436	1383803
4	1384893	1385091	199	321	YDR461W	MFA1	1384992	directional	+,+	YDR460W_YDR461W	1384769	1385168
4	1385787	1386034	248	1401	YDR461C-A	null	1385910.5	divergent	-,+	YDR461C-A_YDR462W	1385759	1386065
4	1386567	1386767	201	266	YDR463W	STP1	1386667	directional	+,+	YDR462W_YDR463W	1386509	1386808
4	1388583	1388743	161	177	YDR464W	SPP41	1388663	directional	+,+	YDR463W_YDR464W	1388368	1388864
4	1394643	1395005	363	343	YDR465C	RMT2	1394824	divergent	-,+	YDR465C_YDR466W	1394567	1395113
4	1401451	1401547	97	87	YDR471W	RPL27B	1401499	divergent	-,+	YDR470C_YDR471W	1401207	1401762
4	1402793	1402891	99	75	snR13	SNR13	1402842	directional	+,+	YDR471W_YDR472W	1402557	1403314
4	1410215	1410668	454	734	YDR476C	null	1410441.5	directional	-,-	YDR475C_YDR476C	1410087	1410445
4	1411128	1412106	979	1745	YDR476C	null	1411617	divergent	-,+	YDR476C_YDR477W	1411120	1412365
4	1416894	1417315	422	1510	YDR479C	PEX29	1417104.5	divergent	-,+	YDR479C_YDR480W	1416867	1417391
4	1420285	1421130	846	3523	YDR483W	KRE2	1420707.5	NA	NA	NA	NA	NA
4	1422549	1422681	133	152	YDR483W	KRE2	1422615	directional	+,+	YDR483W_YDR484W	1422478	1422755
4	1433788	1433826	39	39	YDR490C	PKH1	1433807	NA	NA	NA	NA	NA
4	1434357	1434709	353	1258	YDR490C	PKH1	1434533	divergent	-,+	YDR490C_YDR492W	1434261	1434916
4	1436732	1436840	109	61	YDR494W	RSM28	1436786	directional	+,+	YDR493W_YDR494W	1436581	1436922
4	1445612	1445828	217	350	YDR498C	SEC20	1445720	directional	-,-	YDR497C_YDR498C	1445460	1445835
4	1447046	1447775	730	1131	YDR498C	SEC20	1447410.5	divergent	-,+	YDR498C_YDR499W	1446987	1447822
4	1454602	1454879	278	583	ARS442	null	1454740.5	directional	-,-	YDR502C_YDR503C	1454457	1455034
4	1459474	1459706	233	621	YDR506C	null	1459590	directional_overlapping	-,-	YDR505C_YDR506C	1459213	1459720
4	1468522	1469323	802	4110	YDR510W	SMT3	1468922.5	divergent	-,+	YDR508C_YDR510W	1468437	1469392
4	1470845	1470938	94	90	YDR512C	EMI1	1470891.5	NA	NA	NA	NA	NA
4	1476673	1477146	474	1665	YDR517W	GRH1	1476909.5	divergent	-,+	YDR516C_YDR517W	1476469	1477231
4	1478411	1478573	163	147	YDR518W	EUG1	1478492	directional	+,+	YDR517W_YDR518W	1478350	1478600
4	1489105	1489261	157	134	YDR524C	AGE1	1489183	divergent	-,+	YDR524C_YDR524W-C	1488983	1489395
4	1489961	1490104	144	113	YDR524C-B	null	1490032.5	divergent	-,+	YDR524C-B_YDR525W-A	1489791	1490588
4	1490320	1490460	141	96	YDR525W-A	SNA2	1490390	divergent	-,+	YDR524C-B_YDR525W-A	1489791	1490588
4	1493272	1493376	105	48	snR84	SNR84	1493324	directional	+,+	YDR527W_YDR528W	1492406	1494578
4	1496700	1496786	87	77	YDR530C	APA2	1496743	directional	-,-	YDR529C_YDR530C	1496541	1496783
4	1498010	1498086	77	63	YDR531W	CAB1	1498048	divergent	-,+	YDR530C_YDR531W	1497761	1498224
9	22128	22218	91	142	YIL169C	null	22173	convergent	+,-	YIL170W_YIL169C	21220	23118
9	32999	33142	144	165	YIL166C	null	33070.5	directional	-,-	YIL166C_YIL165C	32566	33717
9	36018	36233	216	613	YIL162W	SUC2	36125.5	divergent	-,+	YIL164C_YIL162W	34686	37384
9	36608	37377	770	1581	YIL162W	SUC2	36992.5	divergent	-,+	YIL164C_YIL162W	34686	37384
9	39247	39394	148	162	YIL161W	null	39320.5	directional	+,+	YIL162W_YIL161W	38983	39432
9	41547	41813	267	627	YIL159W	BNR1	41680	divergent	-,+	YIL160C_YIL159W	41444	41824
9	45924	46166	243	321	YIL159W	BNR1	46045	directional	+,+	YIL159W_YIL158W	45952	46200
9	47552	47687	136	101	YIL156W-B	null	47619.5	divergent	-,+	YIL157C_YIL156W-B	47542	47689
9	47954	48118	165	152	YIL156W	UBP7	48036	directional	+,+	YIL156W-B_YIL156W	47973	48090
9	52970	53059	90	57	YIL155C	GUT2	53014.5	NA	NA	NA	NA	NA
9	53492	55435	1944	5077	YIL153W	RRD1	54463.5	NA	NA	NA	NA	NA
9	56368	56564	197	366	YIL152W	null	56466	directional	+,+	YIL153W_YIL152W	56379	56544
9	60929	61019	91	55	YIL150C	MCM10	60974	directional	-,-	YIL151C_YIL150C	60694	61012
9	68401	68501	101	69	YIL148W	RPL40A	68451	divergent	-,+	YIL149C_YIL148W	68067	68707
9	76154	76284	131	93	YIL145C	PAN6	76219	directional	-,-	YIL146C_YIL145C	75773	76353
9	77358	77545	188	244	YIL145C	PAN6	77451.5	divergent	-,+	YIL145C_YIL144W	77283	78073
9	83079	83307	229	658	YIL142W	CCT2	83193	divergent	-,+	YIL143C_YIL142W	83041	83301
9	84879	85084	206	828	YIL142W	CCT2	84981.5	directional	+,+	YIL142W_YIL140W	84885	85365
9	88704	88935	232	393	YIL139C	REV7	88819.5	directional	-,-	YIL139C_YIL138C	88716	89229
9	89741	89929	189	263	YIL137C	TMA108	89835	directional	-,-	YIL138C_YIL137C	89715	89947
9	92841	93548	708	537	YIL137C	TMA108	93194.5	divergent	-,+	YIL137C_YIL136W	92788	93618
9	96436	97317	882	1172	YIL135C	VHS2	96876.5	divergent	-,+	YIL134C-A_YIL134W	96725	97394
9	99741	99935	195	109	YIL132C	CSM2	99838	directional	-,-	YIL133C_YIL132C	99416	99859
9	102328	102670	343	993	YIL131C	FKH1	102499	divergent	-,+	YIL131C_YIL130W	102235	102781
9	113325	113711	387	524	ARS910	null	113518	divergent	-,+	YIL129C_YIL128W	113237	113805
9	114587	114749	163	164	YIL128W	MET18	114668	NA	NA	NA	NA	NA
9	117789	117915	127	99	YIL126W	STH1	117852	divergent	-,+	YIL127C_YIL126W	117644	117991
9	122176	122433	258	281	YIL126W	STH1	122304.5	directional	+,+	YIL126W_YIL125W	122071	122688
9	127264	127417	154	124	YIL124W	AYR1	127340.5	directional	+,+	YIL124W_YIL123W	127097	127661
9	127767	127988	222	174	YIL123W	SIM1	127877.5	NA	NA	NA	NA	NA
9	129900	130238	339	672	YIL123W	SIM1	130069	directional	+,+	YIL123W_YIL122W	129578	130606
9	131883	132117	235	170	YIL121W	QDR2	132000	directional	+,+	YIL122W_YIL121W	131662	132240
9	134110	134184	74	61	YIL120W	QDR1	134147	directional	+,+	YIL121W_YIL120W	133869	134413
9	136025	136290	266	937	ARS911	null	136157.5	convergent	+,-	YIL120W_YIL119C	136105	136650
9	138175	138355	181	255	YIL119C	RPI1	138265	divergent	-,+	YIL119C_YIL118W	137874	139748
9	139285	139607	323	262	YIL118W	RHO3	139446	divergent	-,+	YIL119C_YIL118W	137874	139748
9	141759	142211	453	1283	YIL117C	PRM5	141985	divergent	-,+	YIL117C_YIL116W	141566	142924
9	142575	142775	201	198	YIL116W	HIS5	142675	divergent	-,+	YIL117C_YIL116W	141566	142924
9	148944	149145	202	363	YIL114C	POR2	149044.5	directional	-,-	YIL115C_YIL114C	148706	149139
9	150050	150504	455	1282	YIL113W	SDP1	150277	divergent	-,+	YIL114C_YIL113W	149985	150555
9	151376	151524	149	173	YIL112W	HOS4	151450	directional	+,+	YIL113W_YIL112W	151185	151591
9	154916	155195	280	562	YIL111W	COX5B	155055.5	directional	+,+	YIL112W_YIL111W	154843	155218
9	160241	160882	642	3029	YIL108W	null	160561.5	divergent	-,+	YIL109C_YIL108W	160162	160883
9	161397	161495	99	78	YIL108W	null	161446	NA	NA	NA	NA	NA
9	165968	166314	347	605	YIL106W	MOB1	166141	divergent	-,+	YIL107C_YIL106W	165758	166411
9	169792	170008	217	725	YIL104C	SHQ1	169900	directional	-,-	YIL105C_YIL104C	169638	169978
9	171559	171614	56	53	YIL104C	SHQ1	171586.5	divergent	-,+	YIL104C_YIL103W	171502	171747
9	173240	173406	167	182	YIL102C-A	null	173323	convergent	+,-	YIL103W_YIL102C-A	173025	173361
9	173641	173814	174	212	YIL102C-A	null	173727.5	directional	-,-	YIL102C-A_YIL102C	173589	174578
9	177015	177110	96	59	YIL101C	XBP1	177062.5	NA	NA	NA	NA	NA
9	177400	177966	567	1844	YIL099W	SGA1	177683	divergent	-,+	YIL101C_YIL099W	177247	178000
9	180237	180380	144	199	YIL098C	FMC1	180308.5	divergent	-,+	YIL098C_YIL097W	180236	180423
9	183218	183748	531	509	YIL096C	null	183483	divergent	-,+	YIL096C_YIL095W	183124	183933
9	187725	187954	230	911	YIL093C	RSM25	187839.5	directional	-,-	YIL094C_YIL093C	187629	187986
9	188834	189013	180	207	YIL093C	RSM25	188923.5	divergent	-,+	YIL093C_YIL092W	188781	189062
9	193220	193428	209	605	YIL091C	null	193324	divergent	-,+	YIL091C_YIL090W	193192	193591
9	197676	197816	141	188	tE(CUC)I	null	197746	convergent	+,-	YIL089W_YIL088C	196213	197927
9	199484	199619	136	102	YIL087C	AIM19	199551.5	directional	-,-	YIL088C_YIL087C	199400	199642
9	202146	202251	106	126	YIL084C	SDS3	202198.5	directional	-,-	YIL085C_YIL084C	202040	202272
9	203338	203470	133	156	YIL084C	SDS3	203404	directional	-,-	YIL084C_YIL083C	203256	203552
9	204792	205035	244	284	YIL083C	CAB2	204913.5	divergent_overlapping	-,+	YIL083C_YIL080W	204650	205631
9	212059	212453	395	380	YIL078W	THS1	212256	divergent	-,+	YIL079C_YIL078W	212002	212495
9	216000	216234	235	388	YIL077C	null	216117	divergent	-,+	YIL077C_YIL076W	215950	216654
9	216493	216599	107	79	YIL076W	SEC28	216546	divergent	-,+	YIL077C_YIL076W	215950	216654
9	220779	220919	141	94	YIL075C	RPN2	220849	directional	-,-	YIL075C_YIL074C	220697	221077
9	222671	222814	144	95	YIL073C	SPO22	222742.5	directional	-,-	YIL074C_YIL073C	222487	222933
9	226332	226469	138	242	YIL072W	HOP1	226400.5	divergent	-,+	YIL073C_YIL072W	225951	226598
9	231203	231271	69	45	YIL070C	MAM33	231237	directional	-,-	YIL070C_YIL069C	231069	231549
9	237856	238041	186	265	YIL066C	RNR3	237948.5	directional	-,-	YIL067C_YIL066C	237757	238095
9	240901	241126	226	326	YIL065C	FIS1	241013.5	directional	-,-	YIL066C_YIL065C	240705	241304
9	241847	241953	107	97	YIL064W	SEE1	241900	divergent	-,+	YIL065C_YIL064W	241772	241939
9	244548	244686	139	151	YIL061C	SNP1	244617	directional	-,-	YIL062C_YIL061C	244459	244653
9	248614	248794	181	174	ARS915	null	248704	divergent	-,+	YIL057C_YIL056W	248393	249988
9	249120	249613	494	1326	tS(UGA)I	SUP17	249366.5	divergent	-,+	YIL057C_YIL056W	248393	249988
9	254079	254971	893	1496	YIL053W	RHR2	254525	divergent	-,+	YIL055C_YIL053W	253923	255112
9	258365	258499	135	95	YIL051C	MMF1	258432	divergent	-,+	YIL051C_YIL050W	258279	258911
9	260936	261087	152	133	YIL049W	DFG10	261011.5	directional	+,+	YIL049W_YIL048W	260918	261435
9	267883	268649	767	4383	YIL046W	MET30	268266	divergent	-,+	YIL047C_YIL046W-A	267822	268307
9	268912	269020	109	94	YIL046W	MET30	268966	NA	NA	NA	NA	NA
