chr	pos_c	b1	b2	b3	b4	b5	b6	b7	b8	sporeaffect
5	12071	1	1	0	0	1	1	0	0	0
5	12186	1	1	0	0	1	1	0	0	0
5	12215	1	1	0	0	1	1	0	0	0
5	12258	1	1	0	0	1	1	0	0	0
5	12330	1	1	0	0	1	1	0	0	0
5	12341	1	1	0	0	1	1	0	0	0
5	12413	1	1	0	0	1	1	0	0	0
5	12532	1	1	0	0	1	1	0	0	0
5	12571	1	1	0	0	1	1	0	0	0
5	12585	1	1	0	0	1	1	0	0	0
5	12600	1	1	0	0	1	1	0	0	0
5	12612	1	1	0	0	1	1	0	0	0
5	12616	1	1	0	0	1	1	0	0	0
5	12625	1	1	0	0	1	1	0	0	0
5	12629	1	1	0	0	1	1	0	0	0
5	12704	1	1	0	0	1	1	0	0	0
5	12763	1	1	0	0	1	1	0	0	0
5	12847	1	1	0	0	1	1	0	0	0
5	12863	1	1	0	0	1	1	0	0	0
5	12869	1	1	0	0	1	1	0	0	0
5	12937	1	1	0	0	1	1	0	0	0
5	13004	1	1	0	0	1	1	0	0	0
5	13009	1	1	0	0	1	1	0	0	0
5	13024	1	1	0	0	1	1	0	0	0
5	13159	1	1	0	0	1	1	0	0	0
5	13167	1	1	0	0	1	1	0	0	0
5	13244	1	1	0	0	1	1	0	0	0
5	13307	1	1	0	0	1	1	0	0	0
5	13446	1	1	0	0	1	1	0	0	0
5	13454	1	1	0	0	1	1	0	0	0
5	13493	1	1	0	0	1	1	0	0	0
5	13502	1	1	0	0	1	1	0	0	0
5	13645	1	1	0	0	1	1	0	0	0
5	13996	1	1	0	0	1	1	0	0	0
5	14061	1	1	0	0	1	1	0	0	0
5	14073	1	1	0	0	1	1	0	0	0
5	14175	1	1	0	0	1	1	0	0	0
5	14306	1	1	0	0	1	1	0	0	0
5	14343	1	1	0	0	1	1	0	0	0
5	14360	1	1	0	0	1	1	0	0	0
5	14411	1	1	0	0	1	1	0	0	0
5	14438	1	1	0	0	1	1	0	0	0
5	14467	1	1	0	0	1	1	0	0	0
5	14482	1	1	0	0	1	1	0	0	0
5	14498	1	1	0	0	1	1	0	0	0
5	14512	1	1	0	0	1	1	0	0	0
5	14579	1	1	0	0	1	1	0	0	0
5	14955	1	1	0	0	1	1	0	0	0
5	15261	1	1	0	0	1	1	0	0	0
5	15335	1	1	0	0	1	1	0	0	0
5	15379	1	1	0	0	1	1	0	0	0
5	15386	1	1	0	0	1	1	0	0	0
5	15397	1	1	0	0	1	1	0	0	0
5	15479	1	1	0	0	1	1	0	0	0
5	15541	1	1	0	0	1	1	0	0	0
5	15562	1	1	0	0	1	1	0	0	0
5	15585	1	1	0	0	1	1	0	0	0
5	15603	1	1	0	0	1	1	0	0	0
5	15606	1	1	0	0	1	1	0	0	0
5	15672	1	1	0	0	1	1	0	0	0
5	15698	1	1	0	0	1	1	0	0	0
5	15888	1	1	0	0	1	1	0	0	0
5	15940	1	1	0	0	1	1	0	0	0
5	15966	1	1	0	0	1	1	0	0	04
5	16323	1	1	0	1	1	1	0	0	04
5	17065	1	1	0	0	1	1	0	0	0
5	17311	1	1	0	0	1	1	0	0	0
5	17320	1	1	0	0	1	1	0	0	0
5	17368	1	1	0	0	1	1	0	0	0
5	17400	1	1	0	0	1	1	0	0	0
5	17672	1	1	0	0	1	1	0	0	0
5	17728	1	1	0	0	1	1	0	0	0
5	17815	1	1	0	0	1	1	0	0	0
5	17824	1	1	0	0	1	1	0	0	0134
5	18447	0	1	1	1	1	1	0	0	02
5	18515	0	0	1	1	1	1	0	0	0
5	18519	0	0	1	1	1	1	0	0	0
5	18593	0	0	1	1	1	1	0	0	0
5	18636	0	0	1	1	1	1	0	0	0
5	18839	0	0	1	1	1	1	0	0	0
5	23192	0	0	1	1	1	1	0	0	0
5	23309	0	0	1	1	1	1	0	0	0
5	23976	0	0	1	1	1	1	0	0	0
5	23990	0	0	1	1	1	1	0	0	0
5	24079	0	0	1	1	1	1	0	0	0
5	24112	0	0	1	1	1	1	0	0	0
5	24191	0	0	1	1	1	1	0	0	0
5	24278	0	0	1	1	1	1	0	0	0
5	24354	0	0	1	1	1	1	0	0	0
5	24446	0	0	1	1	1	1	0	0	0
5	24480	0	0	1	1	1	1	0	0	0
5	24575	0	0	1	1	1	1	0	0	0
5	24596	0	0	1	1	1	1	0	0	0
5	24628	0	0	1	1	1	1	0	0	0
5	24661	0	0	1	1	1	1	0	0	0
5	24670	0	0	1	1	1	1	0	0	0
5	24749	0	0	1	1	1	1	0	0	0
5	24754	0	0	1	1	1	1	0	0	0
5	24870	0	0	1	1	1	1	0	0	0
5	24902	0	0	1	1	1	1	0	0	0
5	24966	0	0	1	1	1	1	0	0	0
5	25188	0	0	1	1	1	1	0	0	0
5	25237	0	0	1	1	1	1	0	0	0
5	25325	0	0	1	1	1	1	0	0	0
5	25332	0	0	1	1	1	1	0	0	0
5	25874	0	0	1	1	1	1	0	0	0
5	25914	0	0	1	1	1	1	0	0	0
5	25929	0	0	1	1	1	1	0	0	0
5	26265	0	0	1	1	1	1	0	0	0
5	26313	0	0	1	1	1	1	0	0	0
5	26322	0	0	1	1	1	1	0	0	0
5	26352	0	0	1	1	1	1	0	0	0
5	26413	0	0	1	1	1	1	0	0	0
5	26549	0	0	1	1	1	1	0	0	0
5	26594	0	0	1	1	1	1	0	0	0
5	26638	0	0	1	1	1	1	0	0	0
5	26678	0	0	1	1	1	1	0	0	0
5	26685	0	0	1	1	1	1	0	0	0
5	27044	0	0	1	1	1	1	0	0	0
5	27119	0	0	1	1	1	1	0	0	0
5	27260	0	0	1	1	1	1	0	0	0
5	27272	0	0	1	1	1	1	0	0	0
5	27604	0	0	1	1	1	1	0	0	0
5	27636	0	0	1	1	1	1	0	0	0
5	27869	0	0	1	1	1	1	0	0	0
5	27912	0	0	1	1	1	1	0	0	0
5	27932	0	0	1	1	1	1	0	0	0
5	28151	0	0	1	1	1	1	0	0	0
5	28600	0	0	1	1	1	1	0	0	0
5	28649	0	0	1	1	1	1	0	0	0
5	28694	0	0	1	1	1	1	0	0	0
5	29872	0	0	1	1	1	1	0	0	0
5	29909	0	0	1	1	1	1	0	0	0
5	29923	0	0	1	1	1	1	0	0	0
5	30664	0	0	1	1	1	1	0	0	0
5	31247	0	0	1	1	1	1	0	0	0
5	31263	0	0	1	1	1	1	0	0	0
5	31273	0	0	1	1	1	1	0	0	0
5	31651	0	0	1	1	1	1	0	0	0
5	31663	0	0	1	1	1	1	0	0	0
5	31867	0	0	1	1	1	1	0	0	0
5	32276	0	0	1	1	1	1	0	0	0
5	33002	0	0	1	1	1	1	0	0	0
5	33344	0	0	1	1	1	1	0	0	0
5	33348	0	0	1	1	1	1	0	0	0
5	33706	0	0	1	1	1	1	0	0	0
5	33782	0	0	1	1	1	1	0	0	0
5	34050	0	0	1	1	1	1	0	0	0
5	34247	0	0	1	1	1	1	0	0	0
5	34324	0	0	1	1	1	1	0	0	0
5	34622	0	0	1	1	1	1	0	0	0
5	34703	0	0	1	1	1	1	0	0	0
5	34811	0	0	1	1	1	1	0	0	0
5	34985	0	0	1	1	1	1	0	0	0
5	36820	0	0	1	1	1	1	0	0	0
5	36958	0	0	1	1	1	1	0	0	0
5	37041	0	0	1	1	1	1	0	0	0
5	37504	0	0	1	1	1	1	0	0	0
5	37747	0	0	1	1	1	1	0	0	0
5	38064	0	0	1	1	1	1	0	0	0
5	38431	0	0	1	1	1	1	0	0	0
5	38716	0	0	1	1	1	1	0	0	0
5	39304	0	0	1	1	1	1	0	0	0
5	39651	0	0	1	1	1	1	0	0	0
5	40008	0	0	1	1	1	1	0	0	0
5	40307	0	0	1	1	1	1	0	0	0
5	40520	0	0	1	1	1	1	0	0	0
5	40623	0	0	1	1	1	1	0	0	0
5	40898	0	0	1	1	1	1	0	0	0
5	41432	0	0	1	1	1	1	0	0	0
5	41545	0	0	1	1	1	1	0	0	0
5	41566	0	0	1	1	1	1	0	0	0
5	41593	0	0	1	1	1	1	0	0	0
5	41687	0	0	1	1	1	1	0	0	0
5	41711	0	0	1	1	1	1	0	0	0
5	41961	0	0	1	1	1	1	0	0	0
5	42216	0	0	1	1	1	1	0	0	0
5	42217	0	0	1	1	1	1	0	0	0
5	42238	0	0	1	1	1	1	0	0	0
5	42280	0	0	1	1	1	1	0	0	0
5	42354	0	0	1	1	1	1	0	0	0
5	42396	0	0	1	1	1	1	0	0	0
5	42646	0	0	1	1	1	1	0	0	0
5	42708	0	0	1	1	1	1	0	0	0
5	43035	0	0	1	1	1	1	0	0	0
5	43070	0	0	1	1	1	1	0	0	0
5	43074	0	0	1	1	1	1	0	0	0
5	43179	0	0	1	1	1	1	0	0	0
5	43260	0	0	1	1	1	1	0	0	0
5	43494	0	0	1	1	1	1	0	0	0
5	43578	0	0	1	1	1	1	0	0	0
5	43594	0	0	1	1	1	1	0	0	0
5	43837	0	0	1	1	1	1	0	0	0
5	43899	0	0	1	1	1	1	0	0	0
5	43959	0	0	1	1	1	1	0	0	0
5	44019	0	0	1	1	1	1	0	0	0
5	44163	0	0	1	1	1	1	0	0	0
5	44334	0	0	1	1	1	1	0	0	0
5	44344	0	0	1	1	1	1	0	0	0
5	44568	0	0	1	1	1	1	0	0	0
5	44601	0	0	1	1	1	1	0	0	0
5	44613	0	0	1	1	1	1	0	0	0
5	44763	0	0	1	1	1	1	0	0	0
5	44999	0	0	1	1	1	1	0	0	0
5	45019	0	0	1	1	1	1	0	0	0
5	45548	0	0	1	1	1	1	0	0	0
5	45665	0	0	1	1	1	1	0	0	0
5	45963	0	0	1	1	1	1	0	0	0
5	46022	0	0	1	1	1	1	0	0	0
5	46030	0	0	1	1	1	1	0	0	0
5	46310	0	0	1	1	1	1	0	0	0
5	46379	0	0	1	1	1	1	0	0	0
5	46382	0	0	1	1	1	1	0	0	0
5	46383	0	0	1	1	1	1	0	0	0
5	46589	0	0	1	1	1	1	0	0	0
5	46647	0	0	1	1	1	1	0	0	0
5	46739	0	0	1	1	1	1	0	0	0
5	46756	0	0	1	1	1	1	0	0	0
5	46832	0	0	1	1	1	1	0	0	0
5	46984	0	0	1	1	1	1	0	0	0
5	47089	0	0	1	1	1	1	0	0	0
5	47165	0	0	1	1	1	1	0	0	0
5	48256	0	0	1	1	1	1	0	0	0
5	48489	0	0	1	1	1	1	0	0	0
5	48581	0	0	1	1	1	1	0	0	0
5	48594	0	0	1	1	1	1	0	0	0
5	49397	0	0	1	1	1	1	0	0	0
5	49908	0	0	1	1	1	1	0	0	0
5	49917	0	0	1	1	1	1	0	0	0
5	50125	0	0	1	1	1	1	0	0	0
5	50151	0	0	1	1	1	1	0	0	0
5	50279	0	0	1	1	1	1	0	0	0
5	50918	0	0	1	1	1	1	0	0	0
5	51366	0	0	1	1	1	1	0	0	0
5	51501	0	0	1	1	1	1	0	0	0
5	51579	0	0	1	1	1	1	0	0	0
5	51706	0	0	1	1	1	1	0	0	0
5	51780	0	0	1	1	1	1	0	0	0
5	51785	0	0	1	1	1	1	0	0	0
5	51822	0	0	1	1	1	1	0	0	0
5	51944	0	0	1	1	1	1	0	0	0
5	53297	0	0	1	1	1	1	0	0	0
5	53456	0	0	1	1	1	1	0	0	0
5	53463	0	0	1	1	1	1	0	0	0
5	53501	0	0	1	1	1	1	0	0	0
5	53505	0	0	1	1	1	1	0	0	0
5	53507	0	0	1	1	1	1	0	0	0
5	53537	0	0	1	1	1	1	0	0	0
5	53565	0	0	1	1	1	1	0	0	0
5	53589	0	0	1	1	1	1	0	0	0
5	53617	0	0	1	1	1	1	0	0	0
5	53618	0	0	1	1	1	1	0	0	0
5	53693	0	0	1	1	1	1	0	0	0
5	53704	0	0	1	1	1	1	0	0	0
5	53713	0	0	1	1	1	1	0	0	0
5	53718	0	0	1	1	1	1	0	0	0
5	53732	0	0	1	1	1	1	0	0	0
5	53750	0	0	1	1	1	1	0	0	0
5	53764	0	0	1	1	1	1	0	0	0
5	53781	0	0	1	1	1	1	0	0	0
5	53785	0	0	1	1	1	1	0	0	0
5	53876	0	0	1	1	1	1	0	0	0
5	53888	0	0	1	1	1	1	0	0	0
5	53899	0	0	1	1	1	1	0	0	0
5	54237	0	0	1	1	1	1	0	0	0
5	54384	0	0	1	1	1	1	0	0	0
5	55841	0	0	1	1	1	1	0	0	0
5	55880	0	0	1	1	1	1	0	0	0
5	56000	0	0	1	1	1	1	0	0	0
5	56129	0	0	1	1	1	1	0	0	0
5	56149	0	0	1	1	1	1	0	0	0
5	56166	0	0	1	1	1	1	0	0	0
5	56171	0	0	1	1	1	1	0	0	0
5	56315	0	0	1	1	1	1	0	0	0
5	56775	0	0	1	1	1	1	0	0	0
5	56829	0	0	1	1	1	1	0	0	0
5	57131	0	0	1	1	1	1	0	0	0
5	57203	0	0	1	1	1	1	0	0	0
5	57275	0	0	1	1	1	1	0	0	0
5	57281	0	0	1	1	1	1	0	0	0
5	57855	0	0	1	1	1	1	0	0	0
5	57941	0	0	1	1	1	1	0	0	0
5	58183	0	0	1	1	1	1	0	0	0
5	58346	0	0	1	1	1	1	0	0	0
5	58866	0	0	1	1	1	1	0	0	0
5	60057	0	0	1	1	1	1	0	0	0
5	60381	0	0	1	1	1	1	0	0	0
5	60891	0	0	1	1	1	1	0	0	0
5	60924	0	0	1	1	1	1	0	0	0
5	61067	0	0	1	1	1	1	0	0	0
5	61081	0	0	1	1	1	1	0	0	0
5	61146	0	0	1	1	1	1	0	0	0
5	61194	0	0	1	1	1	1	0	0	0
5	61273	0	0	1	1	1	1	0	0	0
5	61456	0	0	1	1	1	1	0	0	0
5	61507	0	0	1	1	1	1	0	0	0
5	61799	0	0	1	1	1	1	0	0	0
5	61876	0	0	1	1	1	1	0	0	0
5	61962	0	0	1	1	1	1	0	0	0
5	61974	0	0	1	1	1	1	0	0	0
5	62025	0	0	1	1	1	1	0	0	0
5	62815	0	0	1	1	1	1	0	0	0
5	62818	0	0	1	1	1	1	0	0	0
5	63004	0	0	1	1	1	1	0	0	0
5	63048	0	0	1	1	1	1	0	0	0
5	63122	0	0	1	1	1	1	0	0	0
5	63146	0	0	1	1	1	1	0	0	0
5	63176	0	0	1	1	1	1	0	0	0
5	63253	0	0	1	1	1	1	0	0	0
5	63373	0	0	1	1	1	1	0	0	0
5	63585	0	0	1	1	1	1	0	0	0
5	63707	0	0	1	1	1	1	0	0	0
5	63708	0	0	1	1	1	1	0	0	0
5	63709	0	0	1	1	1	1	0	0	0
5	63726	0	0	1	1	1	1	0	0	0
5	63748	0	0	1	1	1	1	0	0	0
5	63751	0	0	1	1	1	1	0	0	0
5	63760	0	0	1	1	1	1	0	0	0
5	63763	0	0	1	1	1	1	0	0	0
5	63847	0	0	1	1	1	1	0	0	0
5	64237	0	0	1	1	1	1	0	0	0
5	64238	0	0	1	1	1	1	0	0	0
5	64340	0	0	1	1	1	1	0	0	0
5	64421	0	0	1	1	1	1	0	0	0
5	64569	0	0	1	1	1	1	0	0	0
5	64624	0	0	1	1	1	1	0	0	0
5	64639	0	0	1	1	1	1	0	0	0
5	64648	0	0	1	1	1	1	0	0	0
5	64672	0	0	1	1	1	1	0	0	0
5	64760	0	0	1	1	1	1	0	0	0
5	65087	0	0	1	1	1	1	0	0	0
5	65418	0	0	1	1	1	1	0	0	0
5	65622	0	0	1	1	1	1	0	0	0
5	65697	0	0	1	1	1	1	0	0	0
5	65944	0	0	1	1	1	1	0	0	0
5	65985	0	0	1	1	1	1	0	0	0
5	66105	0	0	1	1	1	1	0	0	0
5	66141	0	0	1	1	1	1	0	0	0
5	66168	0	0	1	1	1	1	0	0	0
5	66177	0	0	1	1	1	1	0	0	0
5	66291	0	0	1	1	1	1	0	0	0
5	67085	0	0	1	1	1	1	0	0	0
5	67131	0	0	1	1	1	1	0	0	0
5	67311	0	0	1	1	1	1	0	0	0
5	67575	0	0	1	1	1	1	0	0	0
5	67809	0	0	1	1	1	1	0	0	0
5	68268	0	0	1	1	1	1	0	0	0
5	68547	0	0	1	1	1	1	0	0	0
5	68643	0	0	1	1	1	1	0	0	0
5	68702	0	0	1	1	1	1	0	0	0
5	68714	0	0	1	1	1	1	0	0	0
5	68718	0	0	1	1	1	1	0	0	0
5	68798	0	0	1	1	1	1	0	0	0
5	68910	0	0	1	1	1	1	0	0	0
5	68945	0	0	1	1	1	1	0	0	0
5	68996	0	0	1	1	1	1	0	0	0
5	69083	0	0	1	1	1	1	0	0	0
5	69209	0	0	1	1	1	1	0	0	0
5	69229	0	0	1	1	1	1	0	0	0
5	69243	0	0	1	1	1	1	0	0	0
5	69568	0	0	1	1	1	1	0	0	0
5	69584	0	0	1	1	1	1	0	0	0
5	69592	0	0	1	1	1	1	0	0	0
5	69699	0	0	1	1	1	1	0	0	0
5	69711	0	0	1	1	1	1	0	0	0
5	69766	0	0	1	1	1	1	0	0	0
5	69789	0	0	1	1	1	1	0	0	0
5	70022	0	0	1	1	1	1	0	0	0
5	70335	0	0	1	1	1	1	0	0	0
5	70531	0	0	1	1	1	1	0	0	0
5	70852	0	0	1	1	1	1	0	0	0
5	70969	0	0	1	1	1	1	0	0	0
5	71501	0	0	1	1	1	1	0	0	0
5	71671	0	0	1	1	1	1	0	0	0
5	71903	0	0	1	1	1	1	0	0	0
5	72037	0	0	1	1	1	1	0	0	0
5	72089	0	0	1	1	1	1	0	0	0
5	72102	0	0	1	1	1	1	0	0	0
5	72295	0	0	1	1	1	1	0	0	0
5	72326	0	0	1	1	1	1	0	0	0
5	72339	0	0	1	1	1	1	0	0	0
5	72385	0	0	1	1	1	1	0	0	0
5	72502	0	0	1	1	1	1	0	0	0
5	72694	0	0	1	1	1	1	0	0	0
5	72790	0	0	1	1	1	1	0	0	0
5	72990	0	0	1	1	1	1	0	0	0
5	73003	0	0	1	1	1	1	0	0	0
5	73006	0	0	1	1	1	1	0	0	0
5	73131	0	0	1	1	1	1	0	0	0
5	73474	0	0	1	1	1	1	0	0	0
5	74196	0	0	1	1	1	1	0	0	0
5	75084	0	0	1	1	1	1	0	0	0
5	75225	0	0	1	1	1	1	0	0	0
5	75594	0	0	1	1	1	1	0	0	0
5	75935	0	0	1	1	1	1	0	0	0
5	75938	0	0	1	1	1	1	0	0	0
5	75968	0	0	1	1	1	1	0	0	0
5	76078	0	0	1	1	1	1	0	0	0
5	76157	0	0	1	1	1	1	0	0	0
5	76198	0	0	1	1	1	1	0	0	0
5	76232	0	0	1	1	1	1	0	0	0
5	76273	0	0	1	1	1	1	0	0	0
5	76325	0	0	1	1	1	1	0	0	0
5	76357	0	0	1	1	1	1	0	0	0
5	76382	0	0	1	1	1	1	0	0	0
5	76636	0	0	1	1	1	1	0	0	0
5	77002	0	0	1	1	1	1	0	0	0
5	77098	0	0	1	1	1	1	0	0	0
5	77310	0	0	1	1	1	1	0	0	0
5	77423	0	0	1	1	1	1	0	0	0
5	77444	0	0	1	1	1	1	0	0	0
5	77500	0	0	1	1	1	1	0	0	0
5	77558	0	0	1	1	1	1	0	0	0
5	78595	0	0	1	1	1	1	0	0	0
5	78787	0	0	1	1	1	1	0	0	0
5	78893	0	0	1	1	1	1	0	0	0
5	78895	0	0	1	1	1	1	0	0	0
5	79059	0	0	1	1	1	1	0	0	0
5	79231	0	0	1	1	1	1	0	0	0
5	79234	0	0	1	1	1	1	0	0	0
5	79285	0	0	1	1	1	1	0	0	0
5	79309	0	0	1	1	1	1	0	0	0
5	79396	0	0	1	1	1	1	0	0	0
5	79405	0	0	1	1	1	1	0	0	0
5	79416	0	0	1	1	1	1	0	0	0
5	79626	0	0	1	1	1	1	0	0	0
5	79648	0	0	1	1	1	1	0	0	0
5	79940	0	0	1	1	1	1	0	0	0
5	80081	0	0	1	1	1	1	0	0	0
5	80083	0	0	1	1	1	1	0	0	0
5	80096	0	0	1	1	1	1	0	0	0
5	80128	0	0	1	1	1	1	0	0	0
5	80182	0	0	1	1	1	1	0	0	0
5	80303	0	0	1	1	1	1	0	0	0
5	80437	0	0	1	1	1	1	0	0	0
5	80485	0	0	1	1	1	1	0	0	0
5	80509	0	0	1	1	1	1	0	0	0
5	80557	0	0	1	1	1	1	0	0	0
5	80633	0	0	1	1	1	1	0	0	0
5	80671	0	0	1	1	1	1	0	0	0
5	80717	0	0	1	1	1	1	0	0	0
5	80728	0	0	1	1	1	1	0	0	0
5	80737	0	0	1	1	1	1	0	0	0
5	81049	0	0	1	1	1	1	0	0	0
5	81128	0	0	1	1	1	1	0	0	0
5	81333	0	0	1	1	1	1	0	0	0
5	81356	0	0	1	1	1	1	0	0	0
5	81713	0	0	1	1	1	1	0	0	0
5	82262	0	0	1	1	1	1	0	0	0
5	82641	0	0	1	1	1	1	0	0	0
5	82782	0	0	1	1	1	1	0	0	0
5	82875	0	0	1	1	1	1	0	0	0
5	82923	0	0	1	1	1	1	0	0	0
5	82928	0	0	1	1	1	1	0	0	0
5	82932	0	0	1	1	1	1	0	0	0
5	82970	0	0	1	1	1	1	0	0	0
5	83038	0	0	1	1	1	1	0	0	0
5	83138	0	0	1	1	1	1	0	0	0
5	83167	0	0	1	1	1	1	0	0	0
5	83200	0	0	1	1	1	1	0	0	0
5	83329	0	0	1	1	1	1	0	0	0
5	83473	0	0	1	1	1	1	0	0	0
5	83548	0	0	1	1	1	1	0	0	0
5	83617	0	0	1	1	1	1	0	0	0
5	83692	0	0	1	1	1	1	0	0	0
5	84562	0	0	1	1	1	1	0	0	0
5	84717	0	0	1	1	1	1	0	0	0
5	84797	0	0	1	1	1	1	0	0	0
5	84810	0	0	1	1	1	1	0	0	0
5	85009	0	0	1	1	1	1	0	0	0
5	85103	0	0	1	1	1	1	0	0	0
5	85578	0	0	1	1	1	1	0	0	0
5	85693	0	0	1	1	1	1	0	0	0
5	86696	0	0	1	1	1	1	0	0	0
5	86742	0	0	1	1	1	1	0	0	0
5	86770	0	0	1	1	1	1	0	0	0
5	86821	0	0	1	1	1	1	0	0	0
5	86861	0	0	1	1	1	1	0	0	0
5	86888	0	0	1	1	1	1	0	0	0
5	86904	0	0	1	1	1	1	0	0	0
5	87147	0	0	1	1	1	1	0	0	0
5	87165	0	0	1	1	1	1	0	0	0
5	87554	0	0	1	1	1	1	0	0	0
5	87608	0	0	1	1	1	1	0	0	0
5	87611	0	0	1	1	1	1	0	0	0
5	88061	0	0	1	1	1	1	0	0	0
5	88121	0	0	1	1	1	1	0	0	0
5	88265	0	0	1	1	1	1	0	0	0
5	88403	0	0	1	1	1	1	0	0	0
5	88481	0	0	1	1	1	1	0	0	0
5	88539	0	0	1	1	1	1	0	0	0
5	88547	0	0	1	1	1	1	0	0	0
5	88700	0	0	1	1	1	1	0	0	0
5	88751	0	0	1	1	1	1	0	0	0
5	88976	0	0	1	1	1	1	0	0	0
5	89321	0	0	1	1	1	1	0	0	0
5	89738	0	0	1	1	1	1	0	0	0
5	89858	0	0	1	1	1	1	0	0	0
5	89953	0	0	1	1	1	1	0	0	0
5	90218	0	0	1	1	1	1	0	0	0
5	90479	0	0	1	1	1	1	0	0	0
5	90830	0	0	1	1	1	1	0	0	0
5	91109	0	0	1	1	1	1	0	0	0
5	91332	0	0	1	1	1	1	0	0	0
5	91637	0	0	1	1	1	1	0	0	0
5	91715	0	0	1	1	1	1	0	0	0
5	91751	0	0	1	1	1	1	0	0	0
5	91977	0	0	1	1	1	1	0	0	0
5	92864	0	0	1	1	1	1	0	0	0
5	93590	0	0	1	1	1	1	0	0	0
5	93848	0	0	1	1	1	1	0	0	0
5	93878	0	0	1	1	1	1	0	0	0
5	94089	0	0	1	1	1	1	0	0	0
5	94214	0	0	1	1	1	1	0	0	0
5	94334	0	0	1	1	1	1	0	0	0
5	94351	0	0	1	1	1	1	0	0	0
5	94534	0	0	1	1	1	1	0	0	0
5	94559	0	0	1	1	1	1	0	0	0
5	94592	0	0	1	1	1	1	0	0	0
5	95228	0	0	1	1	1	1	0	0	0
5	95237	0	0	1	1	1	1	0	0	0
5	95330	0	0	1	1	1	1	0	0	0
5	95441	0	0	1	1	1	1	0	0	0
5	95696	0	0	1	1	1	1	0	0	0
5	95885	0	0	1	1	1	1	0	0	0
5	95918	0	0	1	1	1	1	0	0	0
5	96109	0	0	1	1	1	1	0	0	0
5	96428	0	0	1	1	1	1	0	0	0
5	96439	0	0	1	1	1	1	0	0	0
5	96491	0	0	1	1	1	1	0	0	0
5	97220	0	0	1	1	1	1	0	0	0
5	97322	0	0	1	1	1	1	0	0	0
5	97416	0	0	1	1	1	1	0	0	0
5	97752	0	0	1	1	1	1	0	0	0
5	97755	0	0	1	1	1	1	0	0	0
5	98142	0	0	1	1	1	1	0	0	0
5	98219	0	0	1	1	1	1	0	0	0
5	98272	0	0	1	1	1	1	0	0	0
5	98283	0	0	1	1	1	1	0	0	0
5	98381	0	0	1	1	1	1	0	0	0
5	98507	0	0	1	1	1	1	0	0	0
5	98854	0	0	1	1	1	1	0	0	0
5	98856	0	0	1	1	1	1	0	0	0
5	98872	0	0	1	1	1	1	0	0	0
5	98893	0	0	1	1	1	1	0	0	0
5	98906	0	0	1	1	1	1	0	0	0
5	98961	0	0	1	1	1	1	0	0	0
5	98997	0	0	1	1	1	1	0	0	0
5	98999	0	0	1	1	1	1	0	0	0
5	99031	0	0	1	1	1	1	0	0	0
5	99091	0	0	1	1	1	1	0	0	0
5	99124	0	0	1	1	1	1	0	0	0
5	99132	0	0	1	1	1	1	0	0	0
5	99164	0	0	1	1	1	1	0	0	0
5	99167	0	0	1	1	1	1	0	0	0
5	99179	0	0	1	1	1	1	0	0	0
5	99237	0	0	1	1	1	1	0	0	0
5	99302	0	0	1	1	1	1	0	0	0
5	99312	0	0	1	1	1	1	0	0	0
5	99441	0	0	1	1	1	1	0	0	0
5	99793	0	0	1	1	1	1	0	0	0
5	100074	0	0	1	1	1	1	0	0	0
5	100108	0	0	1	1	1	1	0	0	0
5	100213	0	0	1	1	1	1	0	0	0
5	101018	0	0	1	1	1	1	0	0	0
5	101285	0	0	1	1	1	1	0	0	0
5	102020	0	0	1	1	1	1	0	0	0
5	102203	0	0	1	1	1	1	0	0	0
5	102254	0	0	1	1	1	1	0	0	0
5	102405	0	0	1	1	1	1	0	0	0
5	102849	0	0	1	1	1	1	0	0	0
5	102887	0	0	1	1	1	1	0	0	0
5	102999	0	0	1	1	1	1	0	0	0
5	103136	0	0	1	1	1	1	0	0	0
5	103272	0	0	1	1	1	1	0	0	0
5	103325	0	0	1	1	1	1	0	0	0
5	103334	0	0	1	1	1	1	0	0	0
5	103467	0	0	1	1	1	1	0	0	0
5	103548	0	0	1	1	1	1	0	0	0
5	103937	0	0	1	1	1	1	0	0	0
5	104269	0	0	1	1	1	1	0	0	0
5	104270	0	0	1	1	1	1	0	0	0
5	104393	0	0	1	1	1	1	0	0	0
5	104420	0	0	1	1	1	1	0	0	0
5	104648	0	0	1	1	1	1	0	0	0
5	105087	0	0	1	1	1	1	0	0	0
5	105130	0	0	1	1	1	1	0	0	0
5	105192	0	0	1	1	1	1	0	0	0
5	105311	0	0	1	1	1	1	0	0	0
5	105319	0	0	1	1	1	1	0	0	0
5	105345	0	0	1	1	1	1	0	0	0
5	105369	0	0	1	1	1	1	0	0	0
5	105437	0	0	1	1	1	1	0	0	0
5	105493	0	0	1	1	1	1	0	0	0
5	105743	0	0	1	1	1	1	0	0	0
5	105746	0	0	1	1	1	1	0	0	0
5	105816	0	0	1	1	1	1	0	0	0
5	105842	0	0	1	1	1	1	0	0	0
5	105854	0	0	1	1	1	1	0	0	0
5	106030	0	0	1	1	1	1	0	0	0
5	106188	0	0	1	1	1	1	0	0	0
5	106333	0	0	1	1	1	1	0	0	0
5	106412	0	0	1	1	1	1	0	0	0
5	106422	0	0	1	1	1	1	0	0	0
5	106448	0	0	1	1	1	1	0	0	0
5	106478	0	0	1	1	1	1	0	0	0
